time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1656292100,4.08E+03,47.39613678,8.276296762,225.0097136,303.9080593,0,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292100,1656292100
1656292110,4.08E+03,47.40760803,8.251281738,225.2971068,304.016639,0,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292110,1656292110
1656292120,4.08E+03,47.41862152,8.227210412,225.4368508,303.8351198,-0.65024,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292120,1656292120
1656292130,4.08E+03,47.42985535,8.202529907,225.4368508,303.8351198,0,EZY6062 ,False,False,False,7530,10965.18,11407.14,1656292130,1656292130
1656292140,4.08E+03,47.44092004,8.178194486,225.0097136,303.9080593,0.32512,EZY6062 ,False,False,False,7530,10965.18,11407.14,1656292140,1656292140
1656292150,4.08E+03,47.4525581,8.152770996,225.0097136,303.9080593,0.32512,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292150,1656292150
1656292160,4.08E+03,47.46386719,8.127891541,225.0097136,303.9080593,0,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292160,1656292160
1656292170,4.08E+03,47.47494972,8.103543795,225.0097136,303.9080593,0,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292170,1656292170
1656292180,4.08E+03,47.4861145,8.07900238,224.7231305,303.7992022,0,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292180,1656292180
1656292190,4.08E+03,47.49762066,8.053612342,224.7231305,303.7992022,0.32512,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292190,1656292190
1656292200,4.08E+03,47.50832768,8.029879056,224.4373607,303.6900675,0,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292200,1656292200
1656292210,4.08E+03,47.51989746,8.004226685,224.4373607,303.6900675,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292210,1656292210
1656292220,4.08E+03,47.53113827,7.979384202,224.4373607,303.6900675,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292220,1656292220
1656292230,4.08E+03,47.54196167,7.955474854,224.5829425,303.9812761,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11414.76,1656292230,1656292230
1656292240,4.08E+03,47.55362301,7.930579552,224.9273657,305.0349625,0,EZY6062 ,False,False,False,7530,10972.8,11407.14,1656292240,1656292240
1656292250,4.08E+03,47.56521451,7.906846267,225.4615025,305.9024205,0,EZY6062 ,False,False,False,7530,10972.8,11407.14,1656292250,1656292250
1656292260,4.08E+03,47.57722499,7.882760855,225.8461893,306.4783608,0,EZY6062 ,False,False,False,7530,10972.8,11407.14,1656292260,1656292260
1656292270,4.08E+03,47.58979409,7.857759916,225.7395279,306.6609805,0.32512,EZY6062 ,False,False,False,7530,10972.8,11407.14,1656292270,1656292270
1656292280,4.08E+03,47.60142517,7.83455658,225.4327419,306.5560946,0.32512,EZY6062 ,False,False,False,7530,10980.42,11414.76,1656292280,1656292280
1656292290,4.08E+03,47.61355591,7.810249329,225.2360151,306.2679084,0.32512,EZY6062 ,False,False,False,7530,10980.42,11414.76,1656292290,1656292290
1656292300,4.08E+03,47.62536621,7.786354065,224.9320721,306.1622547,0,EZY6062 ,False,False,False,7530,10980.42,11414.76,1656292300,1656292300
1656292310,4.08E+03,47.63713772,7.762333797,224.7431502,305.8730936,0,EZY6062 ,False,False,False,7530,10980.42,11414.76,1656292310,1656292310
1656292320,4.08E+03,47.64912415,7.737739563,224.8597002,305.6900598,0,EZY6062 ,False,False,False,7530,10980.42,11414.76,1656292320,1656292320
1656292330,4.08E+03,47.66098022,7.713226318,224.5599622,305.5834534,0,EZY6062 ,False,False,False,7530,10980.42,11414.76,1656292330,1656292330
1656292340,4.08E+03,47.67269897,7.688919067,224.5599622,305.5834534,0,EZY6062 ,False,False,False,7530,10980.42,11414.76,1656292340,1656292340
1656292350,4.08E+03,47.68438824,7.664724497,224.5599622,305.5834534,-0.32512,EZY6062 ,False,False,False,7530,10980.42,11414.76,1656292350,1656292350
1656292360,4.08E+03,47.69621251,7.640216534,224.5599622,305.5834534,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11407.14,1656292360,1656292360
1656292370,4.08E+03,47.70753479,7.616821289,224.2610036,305.4765623,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11407.14,1656292370,1656292370
1656292380,4.08E+03,47.71934509,7.59223938,224.2610036,305.4765623,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11399.52,1656292380,1656292380
1656292390,4.08E+03,47.73145255,7.567044772,224.2610036,305.4765623,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11391.9,1656292390,1656292390
1656292400,4.08E+03,47.7429657,7.543144226,224.2610036,305.4765623,0.32512,EZY6062 ,False,False,False,7530,10965.18,11391.9,1656292400,1656292400
1656292410,4.08E+03,47.75472867,7.518733098,224.5599622,305.5834534,0,EZY6062 ,False,False,False,7530,10972.8,11399.52,1656292410,1656292410
1656292420,4.08E+03,47.76649475,7.49432373,224.5599622,305.5834534,0,EZY6062 ,False,False,False,7530,10972.8,11399.52,1656292420,1656292420
1656292430,4.08E+03,47.77784729,7.47077179,224.1417808,305.6599738,0,EZY6062 ,False,False,False,7530,10972.8,11399.52,1656292430,1656292430
1656292440,4.08E+03,47.78996872,7.445702186,223.5435292,305.4457103,0,EZY6062 ,False,False,False,7530,10972.8,11399.52,1656292440,1656292440
1656292450,4.08E+03,47.80123436,7.422180176,223.5435292,305.4457103,0,EZY6062 ,False,False,False,7530,10972.8,11399.52,1656292450,1656292450
1656292460,4.08E+03,47.81287242,7.397883489,223.5435292,305.4457103,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11399.52,1656292460,1656292460
1656292470,4.08E+03,47.82453918,7.373474121,223.9628276,305.3693863,0,EZY6062 ,False,False,False,7530,10965.18,11391.9,1656292470,1656292470
1656292480,4.08E+03,47.83610198,7.349290114,223.5435292,305.4457103,0,EZY6062 ,False,False,False,7530,10965.18,11391.9,1656292480,1656292480
1656292490,4.08E+03,47.84760039,7.325204703,223.2455804,305.3381487,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11391.9,1656292490,1656292490
1656292500,4.08E+03,47.85960388,7.300071716,223.6654374,305.2619248,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11384.28,1656292500,1656292500
1656292510,4.08E+03,47.8711853,7.275695801,223.6654374,305.2619248,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11384.28,1656292510,1656292510
1656292520,4.08E+03,47.88267517,7.251663208,223.6654374,305.2619248,-0.32512,EZY6062 ,False,False,False,7530,10957.56,11376.66,1656292520,1656292520
1656292530,4.08E+03,47.89410607,7.227665828,223.6654374,305.2619248,0,EZY6062 ,False,False,False,7530,10957.56,11376.66,1656292530,1656292530
1656292540,4.08E+03,47.90593034,7.202735314,223.6654374,305.2619248,0.32512,EZY6062 ,False,False,False,7530,10965.18,11384.28,1656292540,1656292540
1656292550,4.08E+03,47.91746521,7.178466797,224.0856887,305.1859867,0,EZY6062 ,False,False,False,7530,10965.18,11384.28,1656292550,1656292550
1656292560,4.08E+03,47.92895508,7.15422821,224.0856887,305.1859867,0.32512,EZY6062 ,False,False,False,7530,10965.18,11384.28,1656292560,1656292560
1656292570,4.08E+03,47.94084452,7.129211426,224.0856887,305.1859867,0.65024,EZY6062 ,False,False,False,7530,10965.18,11384.28,1656292570,1656292570
1656292580,4.08E+03,47.95193481,7.105819702,224.8026101,305.217593,0.32512,EZY6062 ,False,False,False,7530,10972.8,11384.28,1656292580,1656292580
1656292590,4.08E+03,47.96398098,7.080406776,225.2230897,305.1421211,0,EZY6062 ,False,False,False,7530,10972.8,11391.9,1656292590,1656292590
1656292600,4.08E+03,47.97571215,7.055476262,225.2230897,305.1421211,0,EZY6062 ,False,False,False,7530,10972.8,11384.28,1656292600,1656292600
1656292610,4.08E+03,47.98695374,7.031730652,225.2230897,305.1421211,0.32512,EZY6062 ,False,False,False,7530,10972.8,11384.28,1656292610,1656292610
1656292620,4.08E+03,47.99889516,7.006460337,225.6439586,305.0669306,0,EZY6062 ,False,False,False,7530,10980.42,11391.9,1656292620,1656292620
1656292630,4.08E+03,48.01039356,6.982022799,225.6439586,305.0669306,0,EZY6062 ,False,False,False,7530,10972.8,11384.28,1656292630,1656292630
1656292640,4.08E+03,48.02201843,6.957366943,226.0652147,304.9920202,0,EZY6062 ,False,False,False,7530,10972.8,11391.9,1656292640,1656292640
1656292650,4.08E+03,48.03341675,6.933128357,226.3606213,305.0986963,0.32512,EZY6062 ,False,False,False,7530,10980.42,11391.9,1656292650,1656292650
1656292660,4.08E+03,48.04508972,6.908340454,226.3606213,305.0986963,0.32512,EZY6062 ,False,False,False,7530,10980.42,11391.9,1656292660,1656292660
1656292670,4.08E+03,48.05703735,6.883003235,226.3606213,305.0986963,0.32512,EZY6062 ,False,False,False,7530,10980.42,11399.52,1656292670,1656292670
1656292680,4.08E+03,48.06900283,6.857651931,226.3606213,305.0986963,0.32512,EZY6062 ,False,False,False,7530,10988.04,11391.9,1656292680,1656292680
1656292690,4.08E+03,48.08029175,6.833702087,226.0652147,304.9920202,0,EZY6062 ,False,False,False,7530,10988.04,11391.9,1656292690,1656292690
1656292700,4.08E+03,48.09209274,6.808495155,226.0652147,304.9920202,0,EZY6062 ,False,False,False,7530,10988.04,11391.9,1656292700,1656292700
1656292710,4.08E+03,48.1038239,6.783494216,225.6439586,305.0669306,0,EZY6062 ,False,False,False,7530,10988.04,11391.9,1656292710,1656292710
1656292720,4.08E+03,48.11531067,6.759132385,225.6439586,305.0669306,0,EZY6062 ,False,False,False,7530,10988.04,11391.9,1656292720,1656292720
1656292730,4.08E+03,48.12693787,6.734344482,225.6439586,305.0669306,0,EZY6062 ,False,False,False,7530,10988.04,11391.9,1656292730,1656292730
1656292740,4.08E+03,48.13874817,6.709144592,224.9273657,305.0349625,-0.65024,EZY6062 ,False,False,False,7530,10988.04,11391.9,1656292740,1656292740
1656292750,4.08E+03,48.14996338,6.685180664,224.6324306,304.9275222,-0.97536,EZY6062 ,False,False,False,7530,10980.42,11384.28,1656292750,1656292750
1656292760,4.08E+03,48.16131592,6.660822818,224.3382875,304.8197997,0,EZY6062 ,False,False,False,7530,10972.8,11369.04,1656292759,1656292760
1656292770,4.08E+03,48.17337295,6.634947124,223.6222445,304.7868534,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11369.04,1656292770,1656292770
1656292780,4.08E+03,48.18452454,6.610952524,223.1999348,304.8621961,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11361.42,1656292780,1656292780
1656292790,4.08E+03,48.19619751,6.58588116,222.9062759,304.7536954,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11361.42,1656292790,1656292790
1656292800,4.08E+03,48.20730953,6.561873587,222.9062759,304.7536954,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11361.42,1656292800,1656292800
1656292810,4.08E+03,48.21908569,6.536442683,222.9062759,304.7536954,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11353.8,1656292810,1656292810
1656292820,4.08E+03,48.23044599,6.512001439,222.4837968,304.8292177,0,EZY6062 ,False,False,False,7530,10957.56,11346.18,1656292820,1656292820
1656292830,4.08E+03,48.24138577,6.488438656,222.1903825,304.7203237,0.32512,EZY6062 ,False,False,False,7530,10957.56,11346.18,1656292830,1656292830
1656292840,4.08E+03,48.25288417,6.463719418,221.7677329,304.7960263,0.32512,EZY6062 ,False,False,False,7530,10957.56,11346.18,1656292840,1656292840
1656292850,4.08E+03,48.26412964,6.43932636,221.474565,304.6867363,0,EZY6062 ,False,False,False,7530,10957.56,11346.18,1656292850,1656292850
1656292860,4.08E+03,48.2754364,6.414818397,221.474565,304.6867363,0,EZY6062 ,False,False,False,7530,10957.56,11346.18,1656292860,1656292860
1656292870,4.08E+03,48.2867742,6.39021221,221.474565,304.6867363,0,EZY6062 ,False,False,False,7530,10957.56,11346.18,1656292870,1656292870
1656292880,4.08E+03,48.29831915,6.365276136,221.474565,304.6867363,0,EZY6062 ,False,False,False,7530,10957.56,11338.56,1656292880,1656292880
1656292890,4.08E+03,48.3096779,6.340846012,221.474565,304.6867363,0,EZY6062 ,False,False,False,7530,10957.56,11338.56,1656292890,1656292890
1656292900,4.08E+03,48.32080078,6.316716121,221.182205,304.5771571,0,EZY6062 ,False,False,False,7530,10957.56,11338.56,1656292900,1656292900
1656292910,4.08E+03,48.33188332,6.292563991,220.8906561,304.4672882,0,EZY6062 ,False,False,False,7530,10957.56,11338.56,1656292910,1656292910
1656292920,4.08E+03,48.34313965,6.267911471,221.182205,304.5771571,0,EZY6062 ,False,False,False,7530,10957.56,11338.56,1656292920,1656292920
1656292930,4.08E+03,48.35462952,6.242910532,220.8906561,304.4672882,0,EZY6062 ,False,False,False,7530,10957.56,11338.56,1656292930,1656292930
1656292940,4.08E+03,48.36584473,6.218402569,220.8906561,304.4672882,0,EZY6062 ,False,False,False,7530,10957.56,11330.94,1656292940,1656292940
1656292950,4.08E+03,48.37694588,6.194265265,220.758824,304.6529312,0,EZY6062 ,False,False,False,7530,10957.56,11338.56,1656292950,1656292950
1656292960,4.08E+03,48.38839773,6.169256913,220.8906561,304.4672882,0,EZY6062 ,False,False,False,7530,10957.56,11330.94,1656292960,1656292960
1656292970,4.08E+03,48.39926147,6.145653358,220.8906561,304.4672882,0,EZY6062 ,False,False,False,7530,10965.18,11330.94,1656292970,1656292970
1656292980,4.08E+03,48.41033936,6.121356671,220.5999217,304.3571293,0.32512,EZY6062 ,False,False,False,7530,10965.18,11338.56,1656292979,1656292980
1656292990,4.08E+03,48.42154293,6.096689325,220.5999217,304.3571293,0,EZY6062 ,False,False,False,7530,10965.18,11338.56,1656292989,1656292990
1656293000,4.08E+03,48.43276978,6.072059044,220.5999217,304.3571293,0,EZY6062 ,False,False,False,7530,10965.18,11338.56,1656293000,1656293000
1656293010,4.08E+03,48.44407654,6.047269381,220.5999217,304.3571293,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11338.56,1656293010,1656293010
1656293020,4.08E+03,48.45543296,6.022314774,220.5999217,304.3571293,0,EZY6062 ,False,False,False,7530,10965.18,11330.94,1656293020,1656293020
1656293030,4.08E+03,48.46646584,5.99788465,221.0248044,304.2818686,0,EZY6062 ,False,False,False,7530,10965.18,11330.94,1656293030,1656293030
1656293040,4.08E+03,48.47801079,5.972514905,221.3149807,304.391915,0,EZY6062 ,False,False,False,7530,10965.18,11330.94,1656293040,1656293040
1656293050,4.08E+03,48.48881091,5.948879844,221.6059713,304.5016727,0,EZY6062 ,False,False,False,7530,10965.18,11330.94,1656293050,1656293050
1656293060,4.08E+03,48.50016966,5.924016049,221.6059713,304.5016727,0,EZY6062 ,False,False,False,7530,10965.18,11330.94,1656293060,1656293060
1656293070,4.08E+03,48.5114353,5.899296811,221.7396868,304.3168303,0,EZY6062 ,False,False,False,7530,10965.18,11330.94,1656293070,1656293070
1656293080,4.08E+03,48.52265439,5.874505294,222.0301208,304.4264766,0,EZY6062 ,False,False,False,7530,10965.18,11330.94,1656293080,1656293080
1656293090,4.08E+03,48.53407288,5.849304199,222.4546512,304.3515673,0.97536,EZY6062 ,False,False,False,7530,10972.8,11338.56,1656293090,1656293090
1656293100,4.08E+03,48.54533386,5.824373685,222.8795605,304.2769436,0,EZY6062 ,False,False,False,7530,10972.8,11330.94,1656293100,1656293100
1656293110,4.08E+03,48.5565033,5.799654447,223.3048464,304.202604,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11330.94,1656293110,1656293110
1656293120,4.08E+03,48.56799316,5.774090107,223.7305068,304.1285471,0.32512,EZY6062 ,False,False,False,7530,10972.8,11330.94,1656293120,1656293120
1656293130,4.08E+03,48.57912225,5.74960809,222.4546512,304.3515673,0,EZY6062 ,False,False,False,7530,10972.8,11330.94,1656293130,1656293130
1656293140,4.08E+03,48.59010315,5.725567157,220.8906561,304.4672882,0,EZY6062 ,False,False,False,7530,10972.8,11330.94,1656293140,1656293140
1656293150,4.08E+03,48.60131836,5.700847919,219.035974,304.4738697,0,EZY6062 ,False,False,False,7530,10972.8,11330.94,1656293150,1656293150
1656293160,4.08E+03,48.61271667,5.675635705,218.8806574,304.1756134,0.32512,EZY6062 ,False,False,False,7530,10972.8,11330.94,1656293160,1656293160
1656293170,4.08E+03,48.6237193,5.651092529,220.0209088,304.1359401,0,EZY6062 ,False,False,False,7530,10972.8,11323.32,1656293170,1656293170
1656293180,4.08E+03,48.63442631,5.627096076,220.5861248,303.8753702,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11323.32,1656293180,1656293180
1656293190,4.08E+03,48.64583161,5.601581774,220.1591933,303.9499947,0,EZY6062 ,False,False,False,7530,10972.8,11323.32,1656293190,1656293190
1656293200,4.08E+03,48.65681794,5.576862536,219.4451922,303.913587,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11323.32,1656293200,1656293200
1656293210,4.08E+03,48.6674784,5.552938361,219.4451922,303.913587,0,EZY6062 ,False,False,False,7530,10972.8,11323.32,1656293210,1656293210
1656293220,4.08E+03,48.67863464,5.527954102,219.0184535,303.9886747,0.32512,EZY6062 ,False,False,False,7530,10972.8,11315.7,1656293220,1656293220
1656293230,4.08E+03,48.6894045,5.50371672,218.7312803,303.8769416,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11315.7,1656293230,1656293230
1656293240,4.08E+03,48.70042419,5.478938176,218.7312803,303.8769416,-0.65024,EZY6062 ,False,False,False,7530,10972.8,11315.7,1656293240,1656293240
1656293250,4.08E+03,48.71159363,5.453866812,218.7312803,303.8769416,0,EZY6062 ,False,False,False,7530,10972.8,11315.7,1656293250,1656293250
1656293260,4.08E+03,48.72267151,5.429077148,218.1661112,304.1397309,0.32512,EZY6062 ,False,False,False,7530,10972.8,11308.08,1656293260,1656293260
1656293270,4.08E+03,48.73352051,5.404850886,218.1661112,304.1397309,0.32512,EZY6062 ,False,False,False,7530,10972.8,11308.08,1656293270,1656293270
1656293280,4.08E+03,48.74427795,5.380554199,217.731396,303.7276139,0,EZY6062 ,False,False,False,7530,10972.8,11308.08,1656293280,1656293280
1656293290,4.08E+03,48.75508118,5.356257512,217.8778146,304.0277598,0.32512,EZY6062 ,False,False,False,7530,10965.18,11300.46,1656293290,1656293290
1656293300,4.08E+03,48.76611328,5.331538274,217.5903523,303.9154924,-0.32512,EZY6062 ,False,False,False,7530,10965.18,11300.46,1656293300,1656293300
1656293310,4.08E+03,48.77714539,5.306819035,217.5903523,303.9154924,0,EZY6062 ,False,False,False,7530,10972.8,11300.46,1656293310,1656293310
1656293320,4.08E+03,48.78781593,5.282616866,217.3037275,303.8029284,-0.32512,EZY6062 ,False,False,False,7530,10972.8,11292.84,1656293320,1656293320
1656293330,4.08E+03,48.79870916,5.258042185,217.3037275,303.8029284,0,EZY6062 ,False,False,False,7530,10965.18,11292.84,1656293330,1656293330
1656293340,4.08E+03,48.80978394,5.232872596,217.0179438,303.6900675,0,EZY6062 ,False,False,False,7530,10965.18,11292.84,1656293340,1656293340
1656293350,4.08E+03,48.82021629,5.209181936,217.4461743,303.6148763,-0.65024,EZY6062 ,False,False,False,7530,10965.18,11292.84,1656293350,1656293350
1656293360,4.08E+03,48.83134228,5.183812192,217.8747779,303.5399807,-2.60096,EZY6062 ,False,False,False,7530,10949.94,11269.98,1656293360,1656293360
1656293370,4.08E+03,48.8422355,5.159165232,217.5903523,303.9154924,-5.52704,EZY6062 ,False,False,False,7530,10904.22,11231.88,1656293370,1656293370
1656293380,4.08E+03,48.85272217,5.135544997,216.876436,303.8785398,-5.20192,EZY6062 ,False,False,False,7530,10850.88,11178.54,1656293380,1656293380
