time,4bccb9,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1496621220,4bccb9,52.32663631,10.61751366,125.9233398,287.8417969,,SXS2WY  ,False,False,False,1000,3489.96,3566.16,1496621220,1496621220
1496621230,4bccb9,52.32998657,10.60035706,123.6486247,287.6811005,-8.128,SXS2WY  ,False,False,False,1000,3436.62,3512.82,1496621230,1496621230
1496621240,4bccb9,52.33345985,10.58273077,123.3234863,287.979126,,SXS2WY  ,False,False,False,1000,3345.18,3429,1496621240,1496621240
1496621250,4bccb9,52.33666992,10.56655884,123.1585812,287.7537893,-9.10336,SXS2WY  ,False,False,False,1000,3268.98,3345.18,1496621250,1496621250
1496621260,4bccb9,52.34017611,10.54829121,122.1931152,287.1386719,,SXS2WY  ,False,False,False,1000,3169.92,3246.12,1496621260,1496621260
1496621270,4bccb9,52.34358788,10.5302453,121.5148926,286.9793701,,SXS2WY  ,False,False,False,1000,3093.72,3169.92,1496621270,1496621270
1496621280,4bccb9,52.34682798,10.51329374,120.3845215,287.6605225,,SXS2WY  ,False,False,False,1000,3025.14,3093.72,1496621280,1496621280
1496621290,4bccb9,52.34980696,10.49814279,120.0454102,287.9681396,,SXS2WY  ,False,False,False,1000,2941.32,3025.14,1496621290,1496621290
1496621300,4bccb9,52.35324097,10.4813385,119.8963588,288.5126907,-6.5024,SXS2WY  ,False,False,False,1000,2880.36,2964.18,1496621300,1496621300
1496621310,4bccb9,52.35684872,10.46355486,120.8366699,288.3581543,,SXS2WY  ,False,False,False,1000,2819.4,2887.98,1496621310,1496621310
1496621320,4bccb9,52.36009501,10.44760568,121.8540039,288.2043457,,SXS2WY  ,False,False,False,1000,2735.58,2827.02,1496621320,1496621320
1496621330,4bccb9,52.36386538,10.42892218,122.8713379,288.0560303,,SXS2WY  ,False,False,False,1000,2651.76,2720.34,1496621330,1496621330
1496621340,4bccb9,52.36697674,10.41315079,123.3234863,287.979126,,SXS2WY  ,False,False,False,1000,2583.18,2659.38,1496621340,1496621340
1496621350,4bccb9,52.37040997,10.39589882,123.3234863,287.979126,,SXS2WY  ,False,False,False,1000,2514.6,2583.18,1496621350,1496621350
1496621360,4bccb9,52.37392902,10.37830353,123.3234863,287.979126,,SXS2WY  ,False,False,False,1000,2430.78,2506.98,1496621360,1496621360
1496621370,4bccb9,52.37736225,10.36072969,122.6452637,287.8253174,,SXS2WY  ,False,False,False,1000,2369.82,2446.02,1496621370,1496621370
1496621380,4bccb9,52.38085985,10.34300566,121.7409668,287.9736328,,SXS2WY  ,False,False,False,1000,2324.1,2385.06,1496621380,1496621380
1496621390,4bccb9,52.38390684,10.32774925,122.1931152,287.9022217,,SXS2WY  ,False,False,False,1000,2240.28,2316.48,1496621390,1496621390
1496621400,4bccb9,52.38731861,10.31028271,122.5322266,287.6000977,,SXS2WY  ,False,False,False,1000,2171.7,2247.9,1496621400,1496621400
1496621410,4bccb9,52.39081621,10.29253721,122.1931152,287.9022217,,SXS2WY  ,False,False,False,1000,2110.74,2179.32,1496621410,1496621410
1496621420,4bccb9,52.39412069,10.27595043,121.5148926,287.7429199,,SXS2WY  ,False,False,False,1000,2049.78,2118.36,1496621420,1496621420
1496621430,4bccb9,52.39766121,10.25809765,121.1757813,288.0505371,,SXS2WY  ,False,False,False,1000,1988.82,2057.4,1496621430,1496621430
1496621440,4bccb9,52.40062237,10.24314165,120.7236328,288.1274414,,SXS2WY  ,False,False,False,1000,1927.86,2004.06,1496621440,1496621440
1496621450,4bccb9,52.40422726,10.22528887,120.2714844,288.2043457,,SXS2WY  ,False,False,False,1000,1859.28,1943.1,1496621450,1496621450
1496621460,4bccb9,52.40748882,10.20865917,119.2541504,287.5726318,,SXS2WY  ,False,False,False,1000,1783.08,1859.28,1496621460,1496621460
1496621470,4bccb9,52.41068602,10.19157887,117.2194824,286.842041,,SXS2WY  ,False,False,False,1000,1722.12,1790.7,1496621470,1496621470
1496621480,4bccb9,52.41373301,10.17552853,115.1848145,287.1386719,,SXS2WY  ,False,False,False,1000,1668.78,1729.74,1496621480,1496621480
1496621490,4bccb9,52.41656542,10.16070127,113.2631836,287.4462891,,SXS2WY  ,False,False,False,1000,1607.82,1684.02,1496621490,1496621490
1496621500,4bccb9,52.41965532,10.14465094,109.532959,287.5012207,,SXS2WY  ,False,False,False,1000,1562.1,1645.92,1496621500,1496621500
1496621510,4bccb9,52.42263794,10.12924433,105.2375488,287.6385498,,SXS2WY  ,False,False,False,1000,1516.38,1592.58,1496621510,1496621510
1496621520,4bccb9,52.42547035,10.11473894,102.1855469,287.8857422,,SXS2WY  ,False,False,False,1000,1463.04,1531.62,1496621520,1496621520
1496621530,4bccb9,52.42825985,10.10064125,97.32495117,287.8582764,,SXS2WY  ,False,False,False,1000,1417.32,1493.52,1496621530,1496621530
1496621540,4bccb9,52.43071475,10.0881958,93.59472656,287.9351807,,SXS2WY  ,False,False,False,1000,1363.98,1440.18,1496621540,1496621540
1496621550,4bccb9,52.43334532,10.07529974,90.4296875,288.2263184,,SXS2WY  ,False,False,False,1000,1310.64,1386.84,1496621550,1496621550
1496621560,4bccb9,52.43592024,10.06255388,87.15161133,288.2208252,,SXS2WY  ,False,False,False,1000,1264.92,1333.5,1496621560,1496621560
1496621570,4bccb9,52.43834496,10.05012989,83.76049805,287.880249,,SXS2WY  ,False,False,False,1000,1226.82,1295.4,1496621570,1496621570
1496621580,4bccb9,52.44064093,10.03867149,81.61279297,287.979126,,SXS2WY  ,False,False,False,1000,1196.34,1264.92,1496621580,1496621580
1496621590,4bccb9,52.44267868,10.02847726,80.48242188,287.8582764,,SXS2WY  ,False,False,False,1000,1158.24,1226.82,1496621590,1496621590
1496621600,4bccb9,52.44493103,10.01686096,81.38671875,287.2869873,,SXS2WY  ,False,False,False,1000,1120.14,1196.34,1496621600,1496621600
1496621610,4bccb9,52.44718552,10.00494003,81.83886719,287.1826172,,SXS2WY  ,False,False,False,1000,1082.04,1150.62,1496621610,1496621610
1496621620,4bccb9,52.44941711,9.99335289,82.17797852,287.8692627,,SXS2WY  ,False,False,False,1000,1051.56,1120.14,1496621620,1496621620
1496621630,4bccb9,52.451756,9.981229305,83.08227539,287.6495361,,SXS2WY  ,False,False,False,1000,1005.84,1074.42,1496621630,1496621630
1496621640,4bccb9,52.45381165,9.970855713,82.85620117,288.0999756,,SXS2WY  ,False,False,False,1000,975.36,1043.94,1496621640,1496621640
1496621650,4bccb9,52.45615482,9.958870411,81.9519043,287.5231934,,SXS2WY  ,False,False,False,1000,952.5,1021.08,1496621650,1496621650
1496621660,4bccb9,52.45840788,9.94726181,81.49975586,287.6330566,,SXS2WY  ,False,False,False,7077,922.02,990.6,1496621660,1496621660
1496621670,4bccb9,52.46003866,9.935674667,80.8215332,279.1625977,,SXS2WY  ,False,False,False,7077,899.16,967.74,1496621670,1496621670
1496621680,4bccb9,52.46063948,9.923551083,81.49975586,273.6199951,,SXS2WY  ,False,False,False,1000,853.44,922.02,1496621680,1496621680
1496621690,4bccb9,52.46096134,9.912500381,82.85620117,272.1368408,,SXS2WY  ,False,False,False,1000,807.72,876.3,1496621690,1496621690
1496621700,4bccb9,52.46121883,9.899969101,83.87353516,272.109375,,SXS2WY  ,False,False,False,1000,762,830.58,1496621700,1496621700
1496621710,4bccb9,52.4615407,9.887695313,81.83886719,272.5213623,,SXS2WY  ,False,False,False,1000,723.9,792.48,1496621710,1496621710
1496621720,4bccb9,52.46190548,9.875335693,79.35205078,272.9718018,,SXS2WY  ,False,False,False,1000,678.18,746.76,1496621720,1496621720
1496621730,4bccb9,52.46227026,9.863512516,76.30004883,273.0926514,,SXS2WY  ,False,False,False,1000,640.08,701.04,1496621730,1496621730
1496621740,4bccb9,52.46259212,9.853599072,74.16741128,272.7830208,-4.22656,SXS2WY  ,False,False,False,1000,594.36,662.94,1496621739,1496621739
1496621750,4bccb9,52.46293545,9.842483997,72.56982422,272.8399658,,SXS2WY  ,False,False,False,1000,556.26,624.84,1496621750,1496621750
1496621760,4bccb9,52.4632144,9.831969738,71.55249023,272.8839111,,SXS2WY  ,False,False,False,1000,518.16,586.74,1496621760,1496621760
1496621770,4bccb9,52.46353626,9.821391106,71.55249023,272.4719238,,SXS2WY  ,False,False,False,1000,480.06,548.64,1496621770,1496621770
1496621780,4bccb9,52.46385813,9.810318947,71.55249023,272.8839111,,SXS2WY  ,False,False,False,1000,441.96,510.54,1496621780,1496621780
1496621790,4bccb9,52.46415854,9.799654484,71.1003418,272.4884033,,SXS2WY  ,False,False,False,1000,411.48,472.44,1496621790,1496621790
1496621800,4bccb9,52.46443748,9.789955616,71.55249023,272.4719238,,SXS2WY  ,False,False,False,1000,365.76,434.34,1496621800,1496621800
1496621810,4bccb9,52.46475935,9.779355526,71.55249023,272.8839111,,SXS2WY  ,False,False,False,1000,327.66,396.24,1496621810,1496621810
1496621820,4bccb9,52.46501684,9.768605232,71.55249023,272.4719238,,SXS2WY  ,False,False,False,1000,289.56,358.14,1496621820,1496621820
1496621830,4bccb9,52.46529579,9.757618904,72.00463867,271.6369629,,SXS2WY  ,False,False,False,1000,266.7,320.04,1496621830,1496621830
1496621840,4bccb9,52.46561766,9.747083187,72.11767578,273.6804199,,SXS2WY  ,False,False,False,1000,228.6,281.94,1496621840,1496621840
1496621850,4bccb9,52.46600389,9.737491608,72.11767578,273.6804199,,SXS2WY  ,False,False,False,1000,175.26,243.84,1496621850,1496621850
1496621860,4bccb9,52.4663043,9.726483822,72.56982422,272.8399658,,SXS2WY  ,False,False,False,1000,137.16,205.74,1496621860,1496621860
1496621870,4bccb9,52.46653748,9.716949463,72.06807786,272.0454085,-3.90144,SXS2WY  ,False,False,False,1000,99.06,175.26,1496621869,1496621869
1496621880,4bccb9,52.4666748,9.710617065,71.02308858,271.6602824,-3.90144,SXS2WY  ,False,False,False,1000,76.2,144.78,1496621875,1496621877
1496621890,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621900,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621910,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621920,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621930,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621940,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621950,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621960,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621970,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621980,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496621990,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622000,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622010,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622020,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622030,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622040,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622050,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622060,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622070,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622080,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622090,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622100,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622110,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622120,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622130,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622140,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622150,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622160,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622170,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
1496622180,4bccb9,52.46688584,9.702654157,70.57076714,272.9249779,-3.57632,SXS2WY  ,False,False,False,1000,53.34,121.92,1496621883,1496621884
